瘺	瘘
湊	凑
奐	奂
緓	绬
寧	宁
薘	荙
輟	辍
鰩	鳐
脫	脱
蓴	莼
鏌	镆
貟	贠
鮋	鲉
瑤	瑶
輈	辀
琺	珐
兌	兑
鍠	锽
廩	廪
撚	捻
羨	羡
闤	阛
奧	奥
棲	栖
鋶	锍
餱	糇
鯕	鲯
鉤	钩
翽	翙
鐋	铴
嚌	哜
溜	熘
缽	钵
訁	讠
膃	腽
搖	摇
頴	颕
輇	辁
袞	衮
別	别
佇	伫
闠	阓
齧	啮
詵	诜
掙	挣
產	产
屜	屉
嶽	岳
雋	隽
闍	阇
獎	奖
鋣	铘
餕	馂
減	减
堿	碱
著	着
煥	焕
郤	郄
銍	铚
鎣	蓥
遝	沓
镟	碹
禿	秃
魨	鲀
襴	襕
梔	栀
贇	赟
閌	闶
貲	赀
潛	潜
癡	痴
哢	咔
偽	伪
祿	禄
騌	骔
敘	叙
谘	咨
茲	兹
鳲	鸤
槁	藁
壋	垱
魢	鱾
柵	栅
巹	卺
鏽	锈
鸏	鹲
繃	绷
筍	笋
彥	彦
糸	纟
颭	飐
傑	杰
鈒	钑
夠	够
瀦	潴
阪	坂
鯷	鳀
蒞	莅
墶	垯
簹	筜
鈽	钸
汙	污
蝟	猬
囪	囱
鐔	镡
悅	悦
璿	璇
嫋	袅
姍	姗
穠	秾
櫫	橥
勻	匀
鰏	鲾
瘓	痪
唕	唣
鵐	鹀
鮶	鲪
噓	嘘
淚	泪
橫	横
並	并
棬	桊
檁	檩
暉	晖
亙	亘
掛	挂
薟	莶
矓	眬
詖	诐
佘	畲
換	换
鈑	钣
渙	涣
鶤	鹍
鶲	鹟
毀	毁
晉	晋
絏	绁
鏐	镠
內	内
卻	却
災	灾
鸌	鹱
鋙	铻
鰠	鳋
騤	骙
馹	驲
荊	荆
颸	飔
魺	鲄
矽	硅
讚	赞
爿	丬
驏	骣
緶	缏
脈	脉
箏	筝
褘	袆
崠	岽
嬤	嬷
刪	删
盜	盗
況	况
顎	颚
繢	缋
鎔	镕
強	强
嘽	啴
懍	懔
灩	滟
腳	脚
脊	嵴
崢	峥
溫	温
靦	腼
豬	猪
齶	腭
呼	唿
萇	苌
崍	崃
嚐	尝
閒	闲
錩	锠
冪	幂
簷	檐
咼	呙
棄	弃
闒	阘
虛	虚
羋	芈
輬	辌
吒	咤
攜	携
轀	辒
瑒	玚
彠	彟
韻	韵
壪	塆
綌	绤
贗	赝
玨	珏
檮	梼
怵	憷
錡	锜
屍	尸
鵷	鹓
貓	猫
靜	静
鯝	鲴
淩	凌
藹	蔼
綞	缍
鷊	鹝
摣	揸
訒	讱
躕	蹰
醱	酦
蘺	蓠
鶹	鹠
贓	赃
鮜	鲘
爭	争
崳	嵛
噅	咴
驌	骕
濔	沵
淨	净
駰	骃
唚	吣
澩	泶
繈	襁
拋	抛
豔	艳
硜	硁
娛	娱
喚	唤
蔥	葱
紵	纻
鼴	鼹
廈	厦
慍	愠
贔	赑
粵	粤
戶	户
賕	赇
弳	弪
兗	兖
扡	扦
滾	滚
纇	颣
瀘	泸
璫	珰
艤	舣
驦	骦
劄	札
鮊	鲌
稟	禀
煙	烟
飣	饤
湧	涌
醃	腌
瘂	痖
屆	届
廝	厮
俁	俣
鼇	鳌
躒	跞
齇	齄
秈	籼
遙	遥
絛	绦
槨	椁
黲	黪
鯴	鲺
歿	殁
稈	秆
蠔	蚝
傯	偬
嶴	岙
臥	卧
獮	狝
艸	艹
譾	谫
臟	脏
猙	狰
鮞	鲕
榪	杩
糊	煳
淒	凄
緔	绱
鮳	鲓
呂	吕
軑	轪
鞀	鼗
瀅	滢
沒	没
甕	瓮
涼	凉
檾	苘
鱝	鲼
恥	耻
嗬	呵
餖	饾
鋝	锊
紮	扎
垵	埯
煆	煅
蹤	踪
苧	苎
鰃	鳂
誌	志
嶮	崄
吳	吴
饁	馌
廄	厩
顏	颜
觶	觯
騂	骍
麅	狍
堖	垴
紘	纮
螿	螀
鯗	鲞
裡	里
閈	闬
氹	凼
瑉	珉
躂	跶
屙	疴
廚	厨
剝	剥
棶	梾
錆	锖
鸘	鹴
犛	牦
黃	黄
詠	咏
淥	渌
鬁	疬
疊	叠
熲	颎
鯵	鲹
臒	癯
湣	愍
驫	骉
鱯	鳠
冇	没
隉	陧
褌	裈
鎛	镈
綯	绹
璵	玙
諡	谥
勱	劢
軹	轵
決	决
穭	稆
蠍	蝎
鱂	鳉
猛	勐
凜	凛
啟	启
鵯	鹎
鼂	鼌
窯	窑
洶	汹
鷁	鹢
燉	炖
韝	鞴
跡	迹
幬	帱
閆	闫
撐	撑
銛	铦
譸	诪
愨	悫
鳧	凫
頮	颒
睜	睁
櫥	橱
鷫	鹔
異	异
颮	飑
逕	迳
鰁	鳈
稅	税
穀	谷
錟	锬
嚲	亸
廂	厢
齗	龂
呱	哌
覥	觍
鬮	阄
歎	叹
鱤	鳡
蹠	跖
颺	飏
蓧	莜
勳	勋
蛻	蜕
劈	噼
冊	册
钜	鉅
宮	宫
皰	疱
侶	侣
擼	撸
礄	硚
錈	锩
鴬	鸴
鍈	锳
遊	游
魘	魇
塚	冢
坰	垧
椏	桠
戩	戬
於	于
襏	袯
屭	屃
